ID	Level	Desc	IsMobile
1188	1	<text>text="“蜀犬吠日”调息时间降低3秒" font=105 </text>	0
1189	1	<text>text="“笑醉狂”招式调息时间减少3秒" font=105 </text>	0
1508	1	<text>text="装备：“穿云”伤害提高5%" font=101 </text>	0
1509	1	<text>text="装备：“龙吟”伤害提高5%" font=101 </text>	0
1510	1	<text>text="装备：“穿云”招式的威胁值提高20%" font=101 </text>	0
1511	1	<text>text="装备：“龙吟”招式的威胁值提高20%" font=101 </text>	0
1512	1	<text>text="装备：“普渡四方”伤害提高5%" font=101 </text>	0
1513	1	<text>text="装备：“守缺式”伤害提高5%" font=101 </text>	0
1514	1	<text>text="装备：“普渡四方”招式的威胁值提高20%" font=101 </text>	0
1515	1	<text>text="装备：“横扫六合”招式的威胁值提高20%" font=101 </text>	0
1516	1	<text>text="装备：“阳明指”伤害提高5%" font=101 </text>	0
1517	1	<text>text="装备：“快雪时晴”伤害提高5%" font=101 </text>	0
1518	1	<text>text="装备：“提针”招式的疗效提高5%" font=101 </text>	0
1519	1	<text>text="装备：“彼针”招式的疗效提高5%" font=101 </text>	0
1520	1	<text>text="装备：“四象轮回”伤害提高5%" font=101 </text>	0
1521	1	<text>text="装备：“太极无极”伤害提高5%" font=101 </text>	0
1522	1	<text>text="装备：“无我无剑”伤害提高5%" font=101 </text>	0
1523	1	<text>text="装备：“八荒归元”伤害提高5%" font=101 </text>	0
1524	1	<text>text="装备：“玳弦急曲”伤害提高5%" font=101 </text>	0
1525	1	<text>text="装备：“江海凝光”伤害提高5%" font=101 </text>	0
1526	1	<text>text="装备：“回雪飘摇”招式的疗伤成效提高5%" font=101 </text>	0
1527	1	<text>text="装备：“王母挥袂”招式的疗伤成效提高5%" font=101 </text>	0
1528	1	<text>text="装备：“蝎心”伤害提高5%" font=101 </text>	0
1529	1	<text>text="装备：“百足”伤害提高5%" font=101 </text>	0
1530	1	<text>text="装备：“冰蚕牵丝”招式的疗伤成效提高5%" font=101 </text>	0
1531	1	<text>text="装备：“醉舞九天”招式的疗伤成效提高5%" font=101 </text>	0
1532	1	<text>text="装备：“蚀肌弹”伤害提高5%" font=101 </text>	0
1533	1	<text>text="装备：“天绝地灭”伤害提高5%" font=101 </text>	0
1534	1	<text>text="装备：“夺魄箭”伤害提高5%" font=101 </text>	0
1535	1	<text>text="装备：“暴雨梨花针”伤害提高5%" font=101 </text>	0
1536	1	<text>text="装备：“听雷”伤害提高5%" font=101 </text>	0
1537	1	<text>text="装备：“梦泉虎跑”伤害提高5%" font=101 </text>	0
1538	1	<text>text="装备：“听雷”伤害提高5%" font=101 </text>	0
1539	1	<text>text="装备：“夕照雷峰”伤害提高5%" font=101 </text>	0
1540	1	<text>text="装备：“拨狗朝天”伤害提高5%" font=101 </text>	0
1541	1	<text>text="装备：“亢龙有悔”伤害提高5%" font=101 </text>	0
1542	1	<text>text="装备：“驱夜断愁”伤害提高5%" font=101 </text>	0
1543	1	<text>text="装备：“净世破魔击”伤害提高5%" font=101 </text>	0
1544	1	<text>text="装备：“幽月轮”招式的威胁值提高20%" font=101 </text>	0
1545	1	<text>text="装备：“赤日轮”招式的威胁值提高20%" font=101 </text>	0
1546	1	<text>text="“快雪时晴”伤害提高10%" font=105 </text>	0
1547	1	<text>text="“玳弦急曲”伤害提高10%" font=105 </text>	0
1548	1	<text>text="“亢龙有悔”伤害提高20%" font=105 </text>	0
1712	1	<text>text="“拨狗朝天”会心几率提高5%" font=101 </text>	0
1713	1	<text>text="“横打双獒”会心几率提高5%" font=101 </text>	0
1929	1	<text>text="“血怒”充能时间降低3秒" font=101 </text>	0
1930	1	<text>text="“无惧”调息时间降低2秒" font=101 </text>	0
1932	1	<text>text="“绝刀”伤害提高10%" font=101 </text>	0
1933	1	<text>text="“盾压”伤害提高10%" font=101 </text>	0
1934	1	<text>text="“盾刀”会心几率提高5%" font=101 </text>	0
1935	1	<text>text="“盾刀”产生的威胁值提高10%" font=101 </text>	0
1936	1	<text>text="“斩刀”会心几率提高5%" font=101 </text>	0
1937	1	<text>text="“盾飞”伤害提高5%" font=101 </text>	0
1938	1	<text>text="“斩刀”伤害提高5%" font=101 </text>	0
1939	1	<text>text="“盾压”产生的威胁值提高20%" font=101 </text>	0
1940	1	<text>text="“盾击”产生的威胁值提高20%" font=101 </text>	0
1969	1	<text>text="“暴雨梨花针”伤害提高10%" font=105 </text>	0
1970	1	<text>text="“长针”治疗效果提高5%" font=105 </text>	0
1971	1	<text>text="“回雪飘摇”治疗效果提高5%" font=105 </text>	0
1972	1	<text>text="“醉舞九天”治疗效果提高5%" font=105 </text>	0
1973	1	<text>text="“守如山”调息时间降低15秒" font=101 </text>	0
1974	1	<text>text="“贪魔体”调息时间降低5秒" font=101 </text>	0
1975	1	<text>text="“无相诀”调息时间降低10秒" font=101 </text>	0
1976	1	<text>text="“盾壁”调息时间降低10秒" font=101 </text>	0
1977	1	<text>text="“剑破虚空”会心几率提高5%" font=101 </text>	0
1978	1	<text>text="“暴雨梨花针”会心几率提高5%" font=101 </text>	0
1979	1	<text>text="“快雪时晴”会心几率提高5%" font=101 </text>	0
1980	1	<text>text="“蛟龙翻江”会心几率提高5%" font=101 </text>	0
1981	1	<text>text="“双龙取水”会心几率提高5%" font=101 </text>	0
1982	1	<text>text="“龙游天地”会心几率提高5%" font=101 </text>	0
1983	1	<text>text="“龙腾五岳”会心几率提高5%" font=101 </text>	0
2209	1	<text>text="“宫”伤害提高10%" font=101 </text>	0
2210	1	<text>text="“徵”伤害提高10%" font=101 </text>	0
2211	1	<text>text="“宫”治疗效果提高5%" font=101 </text>	0
2212	1	<text>text="“徵”治疗效果提高5%" font=101 </text>	0
2213	1	<text>text="“清绝影歌”招式调息时间减少8秒" font=101 </text>	0
2214	1	<text>text="“孤影化双”招式调息时间减少15秒" font=101 </text>	0
2401	1	<text>text="“宫”伤害提高5%" font=101 </text>	0
2402	1	<text>text="“徵”伤害提高5%" font=101 </text>	0
2403	1	<text>text="“宫”治疗效果提高5%" font=101 </text>	0
2404	1	<text>text="“羽”治疗效果提高5%" font=101 </text>	0
2405	1	<text>text="“宫”会心几率提高5%" font=101 </text>	0
2406	1	<text>text="“羽”会心几率提高5%" font=101 </text>	0
2407	1	<text>text="“宫”会心几率提高5%" font=101 </text>	0
2417	1	<text>text="“青霄飞羽”招式调息时间减少6秒" font=101 </text>	0
2518	1	<text>text="“突”招式调息时间减少3秒" font=105 </text>	0
2519	1	<text>text="“浮游天地”调息时间降低2秒" font=101 </text>	0
2837	1	<text>text="“逐云寒蕊”调息时间降低5秒" font=101 </text>	0
2838	1	<text>text="“凌然天风”调息时间降低3秒" font=101 </text>	0
2839	1	<text>text="“川乌射罔”伤害提高10%" font=101 </text>	0
2840	1	<text>text="“商陆缀寒”伤害提高10%" font=101 </text>	0
2841	1	<text>text="“川乌射罔”会心提高5%" font=101 </text>	0
2842	1	<text>text="“川乌射罔”伤害提高5%" font=101 </text>	0
2843	1	<text>text="“钩吻断肠”伤害提高5%" font=101 </text>	0
2844	1	<text>text="“灵素中和”治疗效果提高5%" font=101 </text>	0
2845	1	<text>text="“赤芍寒香”会心提高5%" font=101 </text>	0
2846	1	<text>text="“灵素中和”治疗效果提高5%" font=101 </text>	0
2847	1	<text>text="“赤芍寒香”治疗效果提高5%" font=101 </text>	0
2863	1	<text>text="“惊鸿游龙”招式调息时间减少7秒" font=105 </text>	0
3185	1	<text>text="“沧浪三叠”会心提高5%" font=101 </text>	0
3186	1	<text>text="“沧浪三叠”伤害提高5%" font=101 </text>	0
3187	1	<text>text="“孤锋破浪”伤害提高5%" font=101 </text>	0
3188	1	<text>text="“孤锋破浪”招式伤害提高10%" font=105 </text>	0
3201	1	<text>text="“触石雨”调息时间降低3秒" font=105 </text>	0
3202	1	<text>text="“定风凝云”调息时间降低3秒" font=105 </text>	0
4120	1	<text>text="“暴雨梨花针”伤害提高10%" font=105 </text>	0
4290	1	<text>text="“醉斩白蛇”伤害提高10%" font=105 </text>	0
4291	1	<text>text="“破釜沉舟”伤害提高10%" font=105 </text>	0
4292	1	<text>text="“散流霞”调息时间降低5秒" font=105 </text>	0
4293	1	<text>text="“楚河汉界”调息时间降低5秒" font=105 </text>	0
4294	1	<text>text="“醉斩白蛇”伤害提高5%" font=101 </text>	0
4295	1	<text>text="“项王击鼎”伤害提高5%" font=101 </text>	0
4296	1	<text>text="“项王击鼎”会心提高5%" font=101 </text>	0
4297	1	<text>text="“醉斩白蛇”会心提高5%" font=101 </text>	0
4347	1	<text>text="“夕照雷峰”伤害提高10%" font=101 </text>	0
4678	1	<text>text="“蛇影”伤害提高10%" font=101 </text>	0
4814	1	<text>text="“疾电叱羽”调息时间降低10秒" font=101 </text>	0
4815	1	<text>text="“浮游天地”调息时间降低2秒" font=101 </text>	0
4816	1	<text>text="“振翅图南”伤害提高10%" font=101 </text>	0
4817	1	<text>text="“海运南冥”伤害提高10%" font=101 </text>	0
4818	1	<text>text="“木落雁归”伤害提高5%" font=101 </text>	0
4819	1	<text>text="“翼绝云天”伤害提高5%" font=101 </text>	0
4820	1	<text>text="“木落雁归”会心提高5%" font=101 </text>	0
4821	1	<text>text="“海运南冥”会心提高5%" font=101 </text>	0
5037	1	<text>text="“寂洪荒”伤害提高10%" font=101 </text>	0
5038	1	<text>text="“金戈回澜”伤害提高10%" font=101 </text>	0
5039	1	<text>text="“骤雨寒江”调息时间降低2秒" font=101 </text>	0
5040	1	<text>text="“十方玄机”调息时间降低5秒" font=101 </text>	0
5043	1	<text>text="“繁音急节”招式调息时间减少6秒" font=101 </text>	0
5091	1	<text>text="“星垂平野”伤害提高5%" font=101 </text>	0
5092	1	<text>text="“寂洪荒”伤害提高5%" font=101 </text>	0
5093	1	<text>text="“寂洪荒”会心提高5%" font=101 </text>	0
5321	1	<text>text="“兵主逆”伤害和疗伤成效提高10%" font=101 </text>	0
5322	1	<text>text="“天斗旋”伤害和疗伤成效提高10%" font=101 </text>	0
5323	1	<text>text="“斗转星移”调息时间降低4秒" font=101 </text>	0
5324	1	<text>text="“巨门北落”调息时间降低4秒" font=101 </text>	0
5325	1	<text>text="“三星临”伤害和疗伤成效提高5%" font=101 </text>	0
5326	1	<text>text="“兵主逆”伤害和疗伤成效提高5%" font=101 </text>	0
5327	1	<text>text="“兵主逆”会心提高5%" font=101 </text>	0
5386	1	<text>text="“澄神醒梦”调息时间降低3秒" font=101 </text>	0
5387	1	<text>text="“应天授命”调息时间降低8秒" font=101 </text>	0
5438	1	<text>text="“饮羽簇”伤害提高10%" font=101 </text>	0
5461	1	<text>text="“标鹄”伤害提高5%" font=101 </text>	0
5462	1	<text>text="“饮羽簇”伤害提高5%" font=101 </text>	0
5463	1	<text>text="“标鹄”会心提高5%" font=101 </text>	0
5493	1	<text>text="“笑傲光阴”调息时间降低9秒" font=101 </text>	0
5737	1	<text>text="“引窍”伤害提高10%" font=101 </text>	0
5749	1	<text>text="“断脉”伤害提高5%" font=101 </text>	0
5750	1	<text>text="“引窍”伤害提高5%" font=101 </text>	0
5751	1	<text>text="“断脉”会心提高5%" font=101 </text>	0
5752	1	<text>text="“雪重花满”调息时间降低2秒" font=101 </text>	0
5753	1	<text>text="“月落参横”调息时间降低2秒" font=101 </text>	0
5909	1	<text>text="“剑·徵”伤害提高10%" font=101 </text>	0
6102	1	<text>text="“千里急”伤害提高10%" font=101 </text>	0
6103	1	<text>text="“绊线”伤害提高10%" font=101 </text>	0
6104	1	<text>text="“游丝枕月”调息时间降低3秒" font=101 </text>	0
6105	1	<text>text="“替形幻生”调息时间降低6秒" font=101 </text>	0
6106	1	<text>text="“勾线”伤害提高5%" font=101 </text>	0
6107	1	<text>text="“生地狱”伤害提高5%" font=101 </text>	0
6108	1	<text>text="“勾线”会心提高5%" font=101 </text>	0
6244	1	<text>text="“亢龙有悔”会心提高5%" font=101 </text>	0
6248	1	<text>text="“徵”会心提高5%" font=101 </text>	0
6249	1	<text>text="“当归四逆”会心提高5%" font=101 </text>	0
6251	1	<text>text="“剑·徵”会心提高5%" font=101 </text>	0
6252	1	<text>text="“剑·徵”伤害提高5%" font=101 </text>	0
6359	1	<text>text="“女娲补天”调息时间降低2秒" font=101 </text>	0
6360	1	<text>text="“百足”调息时间降低2秒" font=101 </text>	0
17238	1	<text>text="“傍身招式”伤害提高2%" font=101 </text>	1
17239	1	<text>text="“对阵招式”伤害提高2%" font=101 </text>	1
17240	1	<text>text="释放“对阵招式”后有一定几率使“绝技招式”调息时间降低1秒  " font=101 </text>	1
17241	1	<text>text="释放“绝技招式”后自身伤害提高8%，持续30秒（名剑大会不生效）" font=101 </text>	1
17242	1	<text>text="“傍身招式”疗伤提高2%" font=101 </text>	1
17243	1	<text>text="“对阵招式”疗伤提高2%" font=101 </text>	1
17244	1	<text>text="释放“绝技招式”后自身疗伤提高8%，持续30秒（名剑大会不生效）" font=101 </text>	1
17245	1	<text>text="“傍身招式”威胁值提高5%" font=101 </text>	1
17246	1	<text>text="“对阵招式”威胁值提高5%" font=101 </text>	1
17247	1	<text>text="释放“绝技招式”后自身招式威胁值提高10%，伤害提高5%，持续30秒（名剑大会不生效）" font=101 </text>	1
17248	1	<text>text="“傍身招式”会心率提高3%" font=101 </text>	1
17249	1	<text>text="“绝技招式”调息时间降低8秒" font=101 </text>	1
17250	1	<text>text="“对阵招式”伤害提高5%" font=101 </text>	1
17251	1	<text>text="“对阵招式”疗伤提高5%" font=101 </text>	1
17252	1	<text>text="释放“绝技招式”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17300	1	<text>text="“太极无极·悟”/“四象轮回·悟”伤害提高2%" font=101 </text>	1
17301	1	<text>text="“三环套月·悟”/“无我无剑·悟”伤害提高2%" font=101 </text>	1
17302	1	<text>text="“气破鸿蒙 ·悟”/“镇山河·悟”调息时间降低8秒" font=101 </text>	1
17303	1	<text>text="“行剑千风·悟”/“乾坤剑来·悟”调息时间降低8秒" font=101 </text>	1
17304	1	<text>text="释放“气破鸿蒙 ·悟”/“镇山河·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17305	1	<text>text="释放“行剑千风·悟”/“乾坤剑来·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17306	1	<text>text="“宫·悟”/“徵·悟”伤害提高2%" font=101 </text>	1
17307	1	<text>text="“宫·悟”/“徵·悟”疗伤提高2%" font=101 </text>	1
17308	1	<text>text="释放“高山流水·悟”/“平沙落雁·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17309	1	<text>text="释放“阳春白雪·悟”/“梅花三弄·悟”后自身疗伤提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17310	1	<text>text="“高山流水·悟”/“平沙落雁·悟”调息时间降低8秒" font=101 </text>	1
17311	1	<text>text="“阳春白雪·悟”/“梅花三弄·悟”调息时间降低8秒" font=101 </text>	1
17312	1	<text>text="“太极无极·悟”/“四象轮回·悟”会心几率提高3%" font=101 </text>	1
17313	1	<text>text="“三环套月·悟”/“无我无剑·悟”会心几率提高3%" font=101 </text>	1
17314	1	<text>text="“宫·悟”/“徵·悟”会心几率提高3%" font=101 </text>	1
17315	1	<text>text="“宫·悟”/“徵·悟”会心几率提高3%" font=101 </text>	1
17316	1	<text>text="“蝎心·悟”/“蛇影·悟”伤害提高2%" font=101 </text>	1
17317	1	<text>text="“冰蚕牵丝·悟”/“醉舞九天·悟”疗伤提高2%" font=101 </text>	1
17318	1	<text>text="释放“连缘蛊·悟”/“寂灭蛊·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17319	1	<text>text="释放“孔雀引·悟”/“千蝶吐瑞·悟”后自身疗伤提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17320	1	<text>text="“连缘蛊·悟”/“寂灭蛊·悟”调息时间降低8秒" font=101 </text>	1
17321	1	<text>text="“孔雀引·悟”/“千蝶吐瑞·悟”调息时间降低8秒" font=101 </text>	1
17322	1	<text>text="“蝎心·悟”/“蛇影·悟”会心几率提高3%" font=101 </text>	1
17323	1	<text>text="“冰蚕牵丝·悟”/“醉舞九天·悟”会心几率提高3%" font=101 </text>	1
17324	1	<text>text="“星垂平野·悟”/“寂洪荒·悟”伤害提高2%" font=101 </text>	1
17325	1	<text>text="释放“对阵招式”后有一定几率使“高山流水·悟”/“平沙落雁·悟”调息时间降低1秒" font=101 </text>	1
17326	1	<text>text="释放“飞刃回转·悟”/“乱天狼·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17327	1	<text>text="释放“对阵招式”后有一定几率使“阳春白雪·悟”/“梅花三弄·悟”调息时间降低1秒" font=101 </text>	1
17328	1	<text>text="“飞刃回转·悟”/“乱天狼·悟”调息时间降低8秒" font=101 </text>	1
17329	1	<text>text="释放“对阵招式”后有一定几率使“连缘蛊·悟”/“寂灭蛊·悟”调息时间降低1秒" font=101 </text>	1
17330	1	<text>text="“星垂平野·悟”/“寂洪荒·悟”会心几率提高3%" font=101 </text>	1
17331	1	<text>text="释放“对阵招式”后有一定几率使“孔雀引·悟”/“千蝶吐瑞·悟”调息时间降低1秒" font=101 </text>	1
17332	1	<text>text="“赤日轮·悟”/“幽月轮·悟”伤害提高2%" font=101 </text>	1
17333	1	<text>text="“赤日轮·悟”/“幽月轮·悟”威胁值提高5%" font=101 </text>	1
17334	1	<text>text="“赤日轮·悟”/“幽月轮·悟”会心几率提高3%" font=101 </text>	1
17335	1	<text>text="“赤日轮·悟”/“幽月轮·悟”威胁值提高5%" font=101 </text>	1
17336	1	<text>text="释放“圣焰令·悟”/“日月晦·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17337	1	<text>text="释放“圣焰令·悟”/“朝圣言·悟”后自身招式威胁值提高18%、伤害提高8%，持续30秒（名剑大会不生效）" font=101 </text>	1
17338	1	<text>text="“圣焰令·悟”/“日月晦·悟”调息时间降低8秒" font=101 </text>	1
17339	1	<text>text="释放“对阵招式”后有一定几率使“飞刃回转·悟”/“乱天狼·悟”调息时间降低1秒" font=101 </text>	1
17340	1	<text>text="释放“对阵招式”后有一定几率使“气破鸿蒙 ·悟”/“镇山河·悟”调息时间降低1秒" font=101 </text>	1
17341	1	<text>text="释放“对阵招式”后有一定几率使“行剑千风·悟”/“乾坤剑来·悟”调息时间降低1秒" font=101 </text>	1
17342	1	<text>text="释放“对阵招式”后有一定几率使“圣焰令·悟”/“日月晦·悟”调息时间降低1秒" font=101 </text>	1
17343	1	<text>text="释放“对阵招式”后有一定几率使“圣焰令·悟”/“朝圣言·悟”调息时间降低1秒" font=101 </text>	1
17344	1	<text>text="释放“高山流水·悟”/“平沙落雁·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17345	1	<text>text="释放“阳春白雪·悟”/“梅花三弄·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17346	1	<text>text="释放“连缘蛊·悟”/“寂灭蛊·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17347	1	<text>text="释放“孔雀引·悟”/“千蝶吐瑞·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17348	1	<text>text="释放“飞刃回转·悟”/“乱天狼·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17349	1	<text>text="释放“圣焰令·悟”/“日月晦·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17350	1	<text>text="释放“圣焰令·悟”/“朝圣言·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17351	1	<text>text="“普渡四方·悟”/“守缺式·悟”伤害提高2%" font=101 </text>	1
17352	1	<text>text="“普渡四方·悟”/“守缺式·悟”会心几率提高3%" font=101 </text>	1
17353	1	<text>text="“醍醐灌顶·悟”/“金刚日轮阵·悟”调息时间降低8秒" font=101 </text>	1
17354	1	<text>text="释放“醍醐灌顶·悟”/“金刚日轮阵·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17355	1	<text>text="释放“对阵招式”后有一定几率使“醍醐灌顶·悟”/“金刚日轮阵·悟”调息时间降低1秒" font=101 </text>	1
17356	1	<text>text="“普渡四方·悟”/“立地成佛·悟”威胁值提高5%" font=101 </text>	1
17357	1	<text>text="“普渡四方·悟”/“立地成佛·悟”威胁值提高5%" font=101 </text>	1
17358	1	<text>text="“行云势·悟”/“沧浪势·悟”伤害提高2%" font=101 </text>	1
17359	1	<text>text="“行云势·悟”/“沧浪势·悟”会心几率提高3%" font=101 </text>	1
17360	1	<text>text="释放“醍醐灌顶·悟”/“舍身弘法·悟”后自身招式威胁值提高18%、伤害提高8%，持续30秒（名剑大会不生效）" font=101 </text>	1
17361	1	<text>text="释放“对阵招式”后有一定几率使“醍醐灌顶·悟”/“舍身弘法·悟”调息时间降低1秒" font=101 </text>	1
17362	1	<text>text="“穿云·悟”/“雷行·悟”伤害提高2%" font=101 </text>	1
17363	1	<text>text="“孤锋破浪·悟”/“怒锋倾涛·悟”调息时间降低8秒" font=101 </text>	1
17364	1	<text>text="释放“对阵招式”后有一定几率使“孤锋破浪·悟”/“怒锋倾涛·悟”调息时间降低1秒" font=101 </text>	1
17365	1	<text>text="释放“孤锋破浪·悟”/“怒锋倾涛·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17366	1	<text>text="释放“孤锋破浪·悟”/“怒锋倾涛·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17367	1	<text>text="“穿云·悟”/“雷行·悟”会心几率提高3%" font=101 </text>	1
17368	1	<text>text="“夕照雷峰·悟”/“听雷·悟”伤害提高2%" font=101 </text>	1
17369	1	<text>text="“夕照雷峰·悟”/“听雷·悟”会心几率提高3%" font=101 </text>	1
17370	1	<text>text="“风来吴山·悟”/“飞来闻踪·悟”调息时间降低8秒" font=101 </text>	1
17371	1	<text>text="释放“对阵招式”后有一定几率使“风来吴山·悟”/“飞来闻踪·悟”调息时间降低1秒" font=101 </text>	1
17372	1	<text>text="释放“风来吴山·悟”/“飞来闻踪·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17373	1	<text>text="释放“风来吴山·悟”/“飞来闻踪·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17374	1	<text>text="“项王击鼎·悟”/“刀啸风吟·悟”伤害提高2%" font=101 </text>	1
17375	1	<text>text="“项王击鼎·悟”/“刀啸风吟·悟”会心几率提高3%" font=101 </text>	1
17376	1	<text>text="“上将军印·悟”/“四面楚歌·悟”调息时间降低8秒" font=101 </text>	1
17377	1	<text>text="释放“对阵招式”后有一定几率使“上将军印·悟”/“四面楚歌·悟”调息时间降低1秒" font=101 </text>	1
17378	1	<text>text="释放“上将军印·悟”/“四面楚歌·悟”后自身伤害提升15%，持续30秒（名剑大会不生效）" font=101 </text>	1
17379	1	<text>text="释放“上将军印·悟”/“四面楚歌·悟”后自身会心率提高5%，会心效果提高8%，持续20秒（名剑大会不生效）" font=101 </text>	1
17380	1	<text>text="“玳弦急曲·悟”/“江海凝光·悟”伤害提高2%" font=101 </text>	1
17381	1	<text>text="“玳弦急曲·悟”/“江海凝光·悟”会心几率提高3%" font=101 </text>	1
17382	1	<text>text="“合璧知意·悟”/“霜天剑泠·悟”调息时间降低8秒" font=101 </text>	1
17383	1	<text>text="释放“对阵招式”后有一定几率使“合璧知意·悟”/“霜天剑泠·悟”调息时间降低1秒" font=101 </text>	1
